2016-11-07 18:29,"VOTE FOR HUMAN LIFE, NOT HILLARY! #debate #prolife #congress #politics #RenewUS #teaparty #SpeakUp #prayer #Catholic #Church #faith #Jesus pic.twitter.com/uR2xPomZxJ",  Negative

2016-11-07 13:59,"STOP HILLARY_End Abortion! #debate #ProLife #DefundPP #politics #congress #RenewUS #speakout #Church #hope #charity #Christian #RespectLife pic.twitter.com/z5RpGEnXIk",  Negative

2016-11-07 08:13,"SAY NO Hillary_NO Abortion! #debate #prolife #DefundPP #politics #SpeakUp #congress #vote #RenewUS #teaparty #Catholic #church #hope #NRA pic.twitter.com/dZRVVDigyQ",  Negative

2016-11-06 06:33,"LIFE, LIBERTY, FELICITY_ Vote Pro-Life, Not Hillary!!! #debate #ProLife #politics #DefundPP #SpeakUp #RenewUS #Church #prayer #faith #Trump pic.twitter.com/ixITCIUoIa",  Negative

2016-11-05 20:15,"Preserve Integrity_Vote for Pro-Life Candidates!!! #Debate #ProLife #life #Jesus #RenewUS #repent #amen #trust #prayer #Church #faith #hope pic.twitter.com/k4bKmxjxUc",  Negative

2016-11-05 19:43,"Those who think #Trump is #Prolife are not listening. In #Debate he said he opposed #abortion on birthday. Not one day before.",  Negative

2016-11-05 15:49,"Stand Up For Decency_ @AmenditUSA Now! #debate #prolife #DefundPP #hope #politics #teaparty #congress #RenewUS #Trump #Church #prayer #vote pic.twitter.com/38nXI4KUmd",  Negative

2016-11-05 08:34,"#debate #debatenight #roevwade #abortion #plannedparenthood #hillaryclinton #gohillary #presedent #government #life https:// youtu.be/_Rhq8FNf1BI",  Negative

2016-11-05 08:09,"BE A GOOD SCOUT_SAVE THE UNBORN_ @AmenditUSA !! #Debate #ProLife #DefundPP #teaparty #SpeakUp #RespectLife #renewus #politics #prayer #hope pic.twitter.com/N4kK8Jwo9h",  Negative

2016-11-04 19:23,"Abortion Is Murder! GET YOUR FACTS STRAIGHT #roevwade #debate #gohillary #abortion #election #trump https:// youtu.be/_Rhq8FNf1BI via @YouTube",  Negative

2016-11-04 17:35,"Restore Our Nation_Tweet for Human Life_ @AmenditUSA Now! #debate #prolife #politics101 #DefundPP #SpeakUp #teaparty #RespectLife #limbaugh pic.twitter.com/3ltHoGNi7J",  Negative

2016-11-04 12:58,"JUSTICE BY APPOINTMENT_ Elect Trump!!! #debate #ProLife #DefundPP #vote #USA #chooselife #politics #RespectLife #life #teaparty #faith #NRA pic.twitter.com/Y8TA1qGjAP",  Negative

2016-11-04 02:03,"#MargaretStock is #prochoice & stands up 4 #PlannedParenthood in #Alaska #USSenate #debate on @KAKM . http:// MargaretforAlaska.com #independent",  Negative

2016-11-03 12:24,"Stop Funding Abortion_Abolish It_ @AmenditUSA Now! #debate #prolife #vote #teaparty #DefundPP #Congress #politics101 #limbaugh #chooselife pic.twitter.com/X6b2aTCZ4m",  Negative

2016-11-03 09:50,"Secure America's Right of Conscience_ @AmenditUSA Now!!! #debate #prolife #vote #USA #life #DefundPP #Politics #speakup #Catholic #limbaugh pic.twitter.com/Kvr1YsYSTB",  Neutral

2016-11-02 21:18,"Voiceless Review available at http:// MovieDeputy.com #abortion #prolife #prochoice #debate #church #community pic.twitter.com/hALyRQ92Mx",  Negative

2016-11-02 19:13,"Apathy Destroys_Take a Vote_Not a Poll @AmenditUSA Now! #debate #prolife #politics101 #USA2016 #DefundPP #teaparty #Christian #vote #faith pic.twitter.com/CqXFTuYH1G",  Negative

2016-11-02 14:16,"All Talk_No Action_Sponsor the Program_ @AmenditUSA Now! #debate #prolife #USA #teaparty #DefundPP #Politics #faith #Jesus #Catholic #hope pic.twitter.com/wSZ3uz76eD",  Negative

2016-11-02 13:27,"Nurse of Over 20 Years Destroys #Hillary ’s #Abortion Lie From The #Debate - http://www. proudcons.com/nurse-of-over- 20-years-destroys-hillarys-abortion-lie-from-the-debate/ …",  Negative

2016-11-02 08:29,"Put the Coffin on Abortion here_ @AmenditUSA Now!!! #prolife #debate #Politics #USA #teaparty #DefundPP #faith #hope #prayer #Catholic #nra pic.twitter.com/2uF2JgZ5S7",  Negative

2016-11-01 15:42,". @CatholicDems @CatholicVote @diocesemetuchen Life Is Precious! #DonaldTrump is #ProLife , is She? #NJ #Debate Video https:// youtu.be/pvVN_ZksQZA pic.twitter.com/ytz9LiXgpl",  Negative

2016-11-01 07:42,"RIGHT on_ @AmenditUSA _tell Congress! #debate #Politics #USA #vote #life #prolife #RespectLife #chooselife #SaveLives #DefundPP #Catholic pic.twitter.com/2PtpaU4Dgb",  Negative

2016-10-31 22:35,"@CathyNagle @MichelleKOrts10 @NWGreenApple THAT is HRC XACT qote!-" #unborn PERSON" Wallace said @#debate -"unborn FETUS" Shill!! #prolife",  Negative

2016-10-31 13:12,"#proLife Is it antiWoman? Read, #RT , reply Lets #debate & discuss pic.twitter.com/ylHiDJK2rm",  Negative

2016-10-31 07:30,"BUCK HILLARY_the Rut is on!!! #debate #prolife #DefundPP #SpeakUp #politics #vote #USA #life #chooselife #Trump #Catholic #God #prayer #NRA pic.twitter.com/PuS3MYFVIx",

2016-10-30 18:42,"http://www. independent.co.uk/voices/male-co ntraceptive-injection-successful-trial-halted-a7384601.html?cmpid=facebook-post … Interesting read... #doublestandards #menvswomen #contraception #debate",  Negative

2016-10-30 18:31,"Which #America do you want for our children? #VOTE to end #abortion ! #debate #PJNET #P2 … http:// cultureshiftforlife.com/2016/10/30/vot e-election-2016 … pic.twitter.com/PbNfdrp9GW",  Negative

2016-10-27 11:56,". @CatholicDems @diocesemetuchen #HillaryClinton For Late Term Abortion - #DonaldTrump Is #ProLife ! #NJ Video #Debate https:// youtu.be/pvVN_ZksQZA pic.twitter.com/LNLS5pVCmF",  Negative

2016-10-27 09:07,"Only one ticket is #prolife #VoteTrumpPence16 #UnbornLivesMatter #GOP #DNC #MAGA #debate #election2016 #vote pic.twitter.com/vkGzaiVuij",  Negative

2016-10-27 07:04,"#Debate 3: The Good, The Bad, The Nasty (Act 1, Part 2) | Full ... - http:// legitsource.co.uk/debate-3-the-g ood-the-bad-the-nasty-act-1-part-2-full-frontal-with-samantha-bee-tbs/ … #Abortion #Donald -Trump #Full -Frontal pic.twitter.com/1m2viKWwyf",  Negative

2016-10-26 15:30,"Can' t believe: #U .S. presidential #debate 2016: #Hillary #Clinton defends #abortion at 9 months, pic.twitter.com/7P82gEfYd5",  Neutral

2016-10-26 14:20,"#Trump made it clear in #debate #3 that he wants #abortion returned to the states, which would be a great start https:// twitter.com/Spartacusdeplo r/status/791343096902463489 …",  Negative

2016-10-26 08:45,"A senior minister opens up about her late-term #abortion , and why #Trump 's #debate words made her cry. http:// usat.ly/2eFHM3f pic.twitter.com/0MQOIAzg04",

2016-10-24 23:20,"http:// townhall.com/columnists/reb eccahagelin/2016/10/24/what-hillary-clintons-support-of-partial-birth-abortion-and-donations-from-qatar-have-in-common-n2236188 … #debate #prolife @realDonaldTrump #maga @CBSNews @ABC @NBCNews @FoxNews @seanhannity @MELANIATRUMP",  Neutral

2016-10-24 17:45,"What Doctors Want Politicians To Know About #Abortion http:// buff.ly/2dQq3rs v @HuffingtonPost #politics #debate cc @fuller_derek pic.twitter.com/ALWGVKhFwj",  Negative

2016-10-24 10:58,"#Catholic #Epsicopal #Lutheran #Anglican #Debates2016 #debate #prolife #ecumenism The devil is alive and well in protestantism. https:// twitter.com/Maginary1_/sta tus/790562964034166784 …",  Negative

2016-10-23 14:32,"Saint #MotherTeresa vs #HilaryClinton on #Abortion https:// youtu.be/7uk5qqkfG8g #rightotlife #debatenight #debate #debate2016 #potus #prolife",  Negative

2016-10-23 14:14,"#Hilary is a demon and the antichrist disguised as a woman to take over. no human will allow killing of babies #prolife #Trump2016 #debate",  Negative

2016-10-23 13:28,"Hillary’s Late-Term #Abortion #Stance From Third #Debate Is #Murder O ... - http:// stateofglobe.com/2016/10/23/hil larys-late-term-abortion-stance-from-third-debate-is-murder-over-viability-fetus-could-be-delivered-not-aborted/ … - #Hillarys #LatestNews #Lateterm",  Negative

2016-10-23 08:45,"#Debate #Hillary caught misrepresenting #abortion fight. http:// mobile.wnd.com/2016/10/hillar y-caught-misrepresenting-abortion-fight/ … pic.twitter.com/JeDGZa3Ud9",  Negative

2016-10-23 04:26,"Hillary Defends Aborting Babies Thru Full Term of Pregnancy @3rd Presidential #Debate http://www. christianpost.com/news/hillary-c linton-aborting-babies-full-term-pregnancy-3rd-presidential-debate-170986/ … #PROLife #PJNET #MAGA #CCOT",  Negative

2016-10-23 01:58,". @mindyfinn Worse, Trump is a ba'al tumah,  Negative

2016-10-22 23:36,"No #debate about it this is awesome! Dont go live the truth is the mystery of our lives--EXCEPT to protect the unborn #Prolife",  Neutral

2016-10-22 23:25,"What Doctors Want Politicians To Know About #Abortion http:// buff.ly/2eG4skt v @HuffingtonPost #politics #debate pic.twitter.com/ptTlftV4DF",  Negative

2016-10-22 20:57,"@HuffingtonPost allow partial birth #abortion 2 murder babies just before birth they have no rights, Dr. Mengele is smiling #debate election",  Negative

2016-10-22 19:47,"Missed the 1st part of the #debate . Just saw Trump's #abortion answer. #facepalm #doesntgetit #notlistening #smh #debatenight",  Negative

2016-10-22 16:34,"According to H in last #debate she doesn't think sucking brains out of babies is bad. Another lie! Let babies live! #MAGA #prolife pic.twitter.com/9t4SqEngKH",  Negative

2016-10-22 15:58,"Hillary defends partial birth abortion, Trump clearly states his opposition in debate #debate #TrumpTrain #ProLife https://www. lifesitenews.com/news/hillary-d efends-partial-birth-late-term-abortion-at-beginning-of-third-deba …",  Negative

2016-10-22 14:45,"#ProLife #ProChoice #Debate #PresidentialDebate : "To all those who believe that #LateTermAbortion is a good... http:// fb.me/8fYZ31k6R",  Neutral

2016-10-22 14:33,"#Abortion #Debate pic.twitter.com/lm4kSX2gKC",  Negative

2016-10-22 11:59,"Five places you can get a #late term #abortion . #debate #debatenight . http://www. operationrescue.org/archives/five- places-where-you-can-get-a-9th-month-abortion-now/ …",  Negative

2016-10-22 11:09,"#Immigration , #Abortion And #Guns : The Issues In The Final #Debate http:// 53eig.ht/2dCDF9X via @FiveThirtyEight",  Neutral

2016-10-22 10:24,"Late-Term Abortion, the Life of the Mother and the 3rd Presidential Debate- http:// truthbomb.blogspot.com/2016/10/late-t erm-abortion-life-of-mother-and.html … #prolife #debate",  Neutral

2016-10-22 08:32,"About that Alleged 'right' to an #abortion ? http:// rightmi.com/about-that-roe -v-wade/ … #RightMi #RoevWade #debate",  Negative

2016-10-22 05:11,"Last Night's Presidential #Debate : #Trump 's Bold, #PROLife Stand Leaves Some Viewers in Tears #MAGA #TCOT #PJNET http:// ln.is/com/TVCHJ",  Negative

2016-10-22 03:46,"NO ONE has ever had the GUTS to say what . @realDonaldTrump said on the #debate stage! #prolife #VoteProlife #protectlife https:// twitter.com/michaelbd/stat us/788912603762397185 …",  Negative

2016-10-22 01:52,"Hillary Supports Post Birth Abortion #HillaryClinton #Abortion #RoeVWade #ProLife #ProChoice #MAGA #Debate #Infowars https://www. youtube.com/watch?v=nBLaJa pk0Ko&feature=share …",  Negative

2016-10-22 01:29,"#debatenight #Clinton challenged on her abortion stance #ClintonVsTrump #Trump #debate #abortion #healthcare https:// youtu.be/ye0Xblp_Nb0?t= 16m23s …",  Neutral

2016-10-22 00:50,"On the blog: Not a Political Talking Point http://www. roseandherlily.com/2016/10/not-po litical-talking-point.html … #abortion #prolife #debate #latetermabortion",  Negative

2016-10-22 00:43,"No, Donald Trump, abortions do not happen at 9 months pregnant http://www. vox.com/2016/10/19/133 41532/abortion-9-months-trump?utm_campaign=vox&utm_content=entry&utm_medium=social&utm_source=twitter … via @voxdotcom #debate #abortion",  Negative

2016-10-22 00:36,"Let these women — not Donald Trump — tell you what "late-term" #abortions are really like #prochoice #trump #debate https:// m.mic.com/articles/15732 5/let-these-women-not-donald-trump-tell-you-what-late-term-abortions-are-really-like#.UZMXNsULt …",  Neutral

