2016-11-07 13:44,"The #debate is heating up over a #public #option in #U .S. #health #insurance http://www. wsj.com/articles/publi c-option-for-u-s-health-insurance-gains-visibility-in-debate-over-affordable-care-act-1478203375 … via @WSJ",  Negative

2016-11-07 08:31,"@CNN #Obamacare is a failure. #VoteTrumpPence16 #USElections2016 #debate",  Negative

2016-11-04 20:18,"We need to repeal and replace Obamacare . #debate pic.twitter.com/RnR7OSthZV",  Negative

2016-11-04 20:17,"Obamacare is a disaster and Mary's plan is wrong for #Wisconsin families. #debate pic.twitter.com/5363Zoubc8",  Negative

2016-11-04 20:15,". @MaryHoeftForWI admits that #Obamacare is "not affordable for many." How is more government control a better solution? #debate",  Negative

2016-11-04 16:26,"Gary Johnson on health care Government-managed healthcare is insanity. (Aug 2012) #Debate #JohnsonWeld2016 #GaryJohnson2016",  Negative

2016-11-03 20:47,"VOTE TRUMP: Another ObamaCare co-op folds, leaving only 6 remaining #CrookedHillary #Debate http://www. foxnews.com/politics/2016/ 09/13/another-obamacare-co-op-folds-leaving-only-6-remaining.html …",  Negative

2016-11-03 20:44,"Insurers request +double-digit Obamacare 2016 rate increases for 231 policies #Debate #CrookedHillary http://www. washingtonexaminer.com/obamacare-prem ium-hikes-for-2016-ignore-them-at-your-own-risk/article/2566556 …",  Negative

2016-11-03 20:43,"ObamaCare Architect said: ObamaCare became law because of "stupidity of the American voter" #Debate #CrookedHillary http:// townhall.com/tipsheet/katie pavlich/2014/11/10/obamacare-architect-yeah-we-lied-to-the-stupid-american-people-n1916605 …",  Negative

2016-11-03 20:43,"Gary Johnson on health care ObamaCare 's promise of lower cost simply isn't happening. (Jan 2016) #Debate #LetThemIn",  Negative

2016-11-03 20:37,"Vote AGAINST #CrookedHillary : 2017 Obamacare bronze-plan deductibles as high as $7,150 #Debate http://www. investors.com/politics/obama care/obamacare-deductibles-more-shocking-2017/ …",  Negative

2016-11-03 20:33,"VOTE TRUMP Otherwise, penalty for no Obamacare / insurance rise in 2 months •$695 per adult •$347 per child #Debate https://www. nerdwallet.com/blog/health/ho w-much-is-the-obamacare-penalty-not-having-health-insurance/ …",  Negative

2016-11-03 20:28,"• #CrookedHillary wants to keep Obamacare • US workers' weekly-hours cut because of Obamacare #Debate http://www. investors.com/politics/obama care/obamacare-employer-mandate-a-list-of-cuts-to-work-hours-jobs/ …",  Negative

