2016-11-05 02:38,"#rememberwhentrump when trump was leaked #debate questions? when #FBI had open investigations on him? when he sold #uranium to #Russia ?",  Negative

2016-11-03 14:35,"Puppet Trump wants to discuss #Russia at the #debate . #Trump #Putin #Clinton #satire https://www. instagram.com/p/BMW3fYPjRMh/",  Negative

2016-11-02 21:58,"Hillary Robot Clinton is asked questions about her #emails . #Trump #debate #WikiLeaks #Russia … https://www. instagram.com/p/BMVJTFLj5ul/",  Negative

2016-11-01 22:27,". @realDonaldTrump . @KellyannePolls . @mike_pence #MAGA #TRUMPTRAIN #TRUMP #Russia #russiatoday #Putin #debate https:// twitter.com/DavidCornDC/st atus/793239543965024256 …",  Negative

2016-11-01 14:40,"#America vs #trump #Debate Did Trump Bribe @FBI #Comey NOT to say #Russia Hacked for him? @realdonaldtrump http://www. nbcnews.com/news/us-news/f bi-director-comey-opposed-naming-russia-hacking-probe-officials-n675951 …",

2016-11-01 09:39,"http://www. politicususa.com/2016/10/31/bom bshell-report-secret-trump-server-possibly-communicating-russia.html … the worst part is how horribly predictable this is. We all saw @realDonaldTrump defend #Russia in the #debate @ABC",  Negative

2016-11-01 08:57,"#Hillary #DEBATE #Psycho #Threats FOMENT #WW3 & #SATAN2 #NUKES on #NATO #US by #Russia #CrayCray unfit for @Potus http:// vidzette.com https:// twitter.com/CNBCi/status/7 93432123097096192 …",  Neutral

2016-11-01 07:03,"2 days to go until our #Russia : Preparing for 2017 breakfast #debate Check out: http:// newspartaevents.net/event/russia-p reparing-for-2017/ … @NSE_ Russia #EmergingMarkets",  Negative

2016-10-31 22:30,"#America .vs. #trump #Debate Searching for Hacking by #Russia , @realdonaldtrump Private Server to Russia FOUND http://www. slate.com/articles/news_ and_politics/cover_story/2016/10/was_a_server_registered_to_the_trump_organization_communicating_with_russia.html …",  Negative

2016-10-31 12:56,"@realDonaldTrump Donald ! Our candidate ! =:))) #debate #Russia - #USA",  Negative

2016-10-30 11:30,"#debate #election2016 #hillary #trump #wikileaks #russia #putin #edwardsnowden #gender #corruption #politics http:// traffic.libsyn.com/mercury/30.mp3 ?dest-id=368836 …",  Negative

2016-10-29 04:43,"#Russia #Putin #Moscow #Nato #Trump #Debate #Hillary #UN #Israel #IDF #LOC INDIA PAKISTAN UK ENGvBAN http://www. youtube.com/watch?v=Uekzyp IKA_0&sns=tw … via @youtube",  Negative

2016-10-27 19:00,"#FoxNews Grenell: As Secretary of State #Hillary proclaimed "Our Goal is to Help Strengthen #Russia " #Iran_Fascist_Regime #debate #Trump pic.twitter.com/mKf4Lakdxl",  Negative

